Unnamed: 0,utteranceID,Group_x,Start_x,End_x,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,Utterance,Start_y,End_y,Group_y,Participant,Transcript,CSK_binary,NC_binary,MTF_binary,strata,original_index
2320,Group_10_155,Group_10,536.56,541.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,536.56,541.42,10,1,Yeah uh maybe not Difficult it is um,0,1,0,010,2320
1953,Group_08_214,Group_08,790.89,795.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214,790.89,795.21,8,3,It didn't seem like it took it much to get it to tip but also it's hard to like,0,1,0,010,1953
646,Group_03_246,Group_03,1314.21,1318.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246,1314.21,1318.58,3,2,We have eighty we can make ninety we can make,0,1,0,010,646
1010,Group_05_154,Group_05,598.68,609.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154,598.68,609.5,5,1,These are the same this is a difference of ten is this a difference of fifty no it is these and this,0,1,0,010,1010
814,Group_04_132,Group_04,564.87,569.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,564.87,569.82,4,1,Yeah I guess so,0,1,0,010,814
31,Group_01_31,Group_01,97.56,102.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,97.56,102.03,1,1,Yeah ok so now we know that this is also ten,0,1,0,010,31
2230,Group_10_65,Group_10,250.75,251.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,250.75,251.5,10,3,Twenty Yeah,0,1,0,010,2230
699,Group_04_17,Group_04,83.58,83.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,83.58,83.84,4,2,Is it,0,1,0,010,699
250,Group_02_31,Group_02,141.27,146.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,141.27,146.91,2,2,Well on the first go through I noticed how it bounced twice and actually get some momentum ok so then,0,1,0,010,250
231,Group_02_12,Group_02,60.84,68.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,60.84,68.01,3,1,Ok cool no for sure,0,1,0,010,231
2365,Group_10_200,Group_10,722.25,726.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,722.25,726.0,10,3,This is eight RB I think that that is eighty,0,1,0,010,2365
1055,Group_05_199,Group_05,894.52,903.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,199,894.52,903.69,5,2,So this one yeah sounds good ,0,1,0,010,1055
117,Group_01_117,Group_01,369.91,370.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117,369.91,370.68,1,3,Yeah,0,1,0,010,117
1414,Group_07_153,Group_07,537.92,539.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153,537.92,539.61,7,3,Okay yeah,0,1,0,010,1414
832,Group_04_150,Group_04,644.58,646.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150,644.58,646.29,4,1,TRUE,0,1,0,010,832
2368,Group_10_203,Group_10,730.0,731.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,203,730.0,731.5,10,3,Oh no they don't have any hints here,0,1,0,010,2368
897,Group_05_41,Group_05,154.47,159.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,154.47,159.75,5,1,This is heavier than this one so this is twenty this is heavier than this one,0,1,0,010,897
306,Group_02_87,Group_02,384.57,387.39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,384.57,387.39,2,1,Oh yeah much much more,0,1,0,010,306
1166,Group_06_106,Group_06,465.93,467.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,465.93,467.67,6,2,So even when they're equal it leans,0,1,0,010,1166
1012,Group_05_156,Group_05,613.26,616.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156,613.26,616.26,5,1,Yeah I mean that makes sense it would move here,0,1,0,010,1012
632,Group_03_232,Group_03,1247.22,1247.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232,1247.22,1247.91,3,1,Yeah,0,1,0,010,632
2065,Group_09_14,Group_09,77.85,79.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,77.85,79.58,9,3,Yeah it should be same I guess,0,1,0,010,2065
2194,Group_10_29,Group_10,104.59,106.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,104.59,106.59,10,1,That would make sense to me,0,1,0,010,2194
896,Group_05_40,Group_05,149.68,151.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,149.68,151.01,5,2,The green is twenty,0,1,0,010,896
775,Group_04_93,Group_04,421.71,426.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,421.71,426.39,4,2,Cheating I think I don't know probably,0,1,0,010,775
639,Group_03_239,Group_03,1276.5,1282.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239,1276.5,1282.02,3,3,Yeah the highest we can make is a one fifty we can make a one fifty even,0,1,0,010,639
63,Group_01_63,Group_01,203.49,204.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,203.49,204.34,1,1,Assuming that this was,0,1,0,010,63
1663,Group_07_402,Group_07,1695.95,1696.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,402,1695.95,1696.21,7,3,Yeah,0,1,0,010,1663
2066,Group_09_15,Group_09,78.25,79.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,78.25,79.01,9,2,Yeah that 's good,0,1,0,010,2066
48,Group_01_48,Group_01,142.91,144.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,142.91,144.92,1,2,Probably thirty at this point,0,1,0,010,48
1957,Group_08_218,Group_08,805.23,807.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218,805.23,807.78,8,2,So seventy yeah we could try eighty,0,1,0,010,1957
1399,Group_07_138,Group_07,478.31,478.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,478.31,478.37,7,1,Kay,0,0,0,000,1399
1605,Group_07_344,Group_07,1425.25,1425.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,1425.25,1425.98,7,3,Okay,0,0,0,000,1605
295,Group_02_76,Group_02,338.52,338.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,338.52,338.91,2,4,Over,0,0,0,000,295
1589,Group_07_328,Group_07,1354.85,1355.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1354.85,1355.09,7,3,Okay,0,0,0,000,1589
1064,Group_06_4,Group_06,25.44,30.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25.44,30.93,6,4,All of the weights are in intervals of ten so you don't need to use the slider at all,0,0,0,000,1064
1401,Group_07_140,Group_07,489.67,489.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,489.67,489.92,7,3,And,0,0,0,000,1401
364,Group_02_145,Group_02,647.49,649.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,647.49,649.47,2,1,Yeah I mean this could be,0,0,0,000,364
1983,Group_08_244,Group_08,872.67,879.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,872.67,879.9,8,4,Ok for the final part of the task read the scenario and estimate the weight of the missing second mystery,0,0,0,000,1983
410,Group_03_10,Group_03,77.91,80.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,77.91,80.37,3,4,And you can now start the survey,0,0,0,000,410
2051,Group_09_0,Group_09,2.43,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,5.7,9,4,Gonna callibrate my cameras,0,0,0,000,2051
2178,Group_10_13,Group_10,58.47,59.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58.47,59.92,10,1,So I suppose like,0,0,0,000,2178
221,Group_02_2,Group_02,18.75,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.75,23.1,2,4,In the first part you are going to work together to determine the weight of these five cubes,0,0,0,000,221
1115,Group_06_55,Group_06,211.56,211.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,211.56,211.92,6,1,Big blue,0,0,0,000,1115
687,Group_04_5,Group_04,24.96,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24.96,32.4,4,4,So the task you are completing today is called the weights task in the first part you are going to work together to determine the weights of the cube,0,0,0,000,687
1705,Group_07_444,Group_07,1877.5,1883.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1877.5,1883.25,7,4,For the final part of this task read the scenario and estimate the weight of the second mystery block,0,0,0,000,1705
1626,Group_07_365,Group_07,1521.53,1528.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1521.53,1528.34,7,3,Yeah Okay so Okay,0,0,0,000,1626
1209,Group_06_149,Group_06,606.21,608.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,606.21,608.19,6,1,Roughly the same,0,0,0,000,1209
348,Group_02_129,Group_02,590.79,591.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,590.79,591.33,2,1,I don't know I mean,0,0,0,000,348
2333,Group_10_168,Group_10,577.0,578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,577.0,578.0,10,3,Oh let's try it out,0,0,0,000,2333
683,Group_04_1,Group_04,11.67,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.67,14.1,4,4,I'm sorry I feel like this didn't catch up,0,0,0,000,683
1099,Group_06_39,Group_06,168.42,171.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,168.42,171.21,6,1,So I would guess the yellow one is gonna be,0,0,0,000,1099
748,Group_04_66,Group_04,220.29,226.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,220.29,226.71,4,3,Ok I vote here's my vote alright,0,0,0,000,748
2,Group_01_2,Group_01,12.63,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.63,15.75,1,4,The task that you are doing today is called the weights task,0,0,0,000,2
2244,Group_10_79,Group_10,297.14,297.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,297.14,297.73,10,1,Makes sense if,0,0,0,000,2244
1312,Group_07_51,Group_07,186.92,187.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,186.92,187.13,7,3,Okay,0,0,0,000,1312
187,Group_01_187,Group_01,655.17,666.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,655.17,666.21,1,4,Read the scenario that will come up for the next part of the survey and estimate the weight of the next block and you will again have two attempts to estimate and explain your answer,0,0,0,000,187
145,Group_01_145,Group_01,473.45,479.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,473.45,479.88,1,1,Ok a hundred ok ,0,0,0,000,145
2386,Group_10_221,Group_10,798.25,799.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,798.25,799.47,10,3,Wait wait wait a second,0,0,0,000,2386
1375,Group_07_114,Group_07,388.65,393.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,388.65,393.42,7,4,To clarify you don't need to use the slider at all they will all be in intervals of ten grams,0,0,0,000,1375
46,Group_01_46,Group_01,135.73,136.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,135.73,136.41,1,2,Yeah thirty,0,0,0,000,46
533,Group_03_133,Group_03,708.99,710.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,708.99,710.97,3,2,Ok,0,0,0,000,533
1708,Group_07_447,Group_07,1910.87,1912.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,1910.87,1912.67,7,1,It should be something like,0,0,0,000,1708
272,Group_02_53,Group_02,247.95,250.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,247.95,250.17,2,2,So that's the twenty and the thirty,0,0,0,000,272
939,Group_05_83,Group_05,277.55,285.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,277.55,285.58,5,4,Ok now you will determine the weight of this mystery block without using the scale you will have two attempts to get the right answer and you can now begin,0,0,0,000,939
255,Group_02_36,Group_02,155.49,158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,155.49,158.1,2,2,Um,0,0,0,000,255
1271,Group_07_10,Group_07,56.84,59.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56.84,59.08,7,4,And you will also enter the weight into this survey here,0,0,0,000,1271
1050,Group_05_194,Group_05,862.95,866.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,862.95,866.01,5,4,What happened,0,0,0,000,1050
929,Group_05_73,Group_05,246.78,248.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,246.78,248.76,5,1,And then like this,0,0,0,000,929
1828,Group_08_89,Group_08,275.25,276.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,275.25,276.5,8,2,Minus one forty nine,0,0,0,000,1828
2193,Group_10_28,Group_10,104.33,105.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,104.33,105.32,10,2,Let's see,0,0,0,000,2193
1408,Group_07_147,Group_07,520.91,521.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,520.91,521.42,7,3,Okay,0,0,0,000,1408
755,Group_04_73,Group_04,297.73,298.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,297.73,298.75,4,2,Dude what,0,0,0,000,755
663,Group_03_263,Group_03,1388.94,1390.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1388.94,1390.92,3,3,These two,0,0,0,000,663
10,Group_01_10,Group_01,37.83,47.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37.83,47.82,1,4,So you have to place sorry please place the scales place the cubes on this worksheet where you prove that they weigh again yes,0,0,0,000,10
1712,Group_07_451,Group_07,1928.33,1928.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,1928.33,1928.58,7,3,Yeah,0,0,0,000,1712
763,Group_04_81,Group_04,356.97,359.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,356.97,359.31,4,2,No pressure,0,0,0,000,763
6,Group_01_6,Group_01,29.08,29.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29.08,29.83,1,1,Ok yeah  ,0,0,0,000,6
1979,Group_08_240,Group_08,863.48,864.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,863.48,864.81,8,2,Yeah cause,0,0,0,000,1979
2387,Group_10_222,Group_10,800.5,801.71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,800.5,801.71,10,3,So that was the first mystery block,1,0,0,100,2387
1201,Group_06_141,Group_06,575.5,576.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,575.5,576.02,6,3,Alright ,1,0,0,100,1201
498,Group_03_98,Group_03,541.83,547.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,541.83,547.11,3,3,Maybe ninety or a hundred,1,0,0,100,498
808,Group_04_126,Group_04,534.87,543.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,534.87,543.06,4,3,It's not quite correct think about the relationship between weights of the prior blocks and use a pattern to determine the weight of the mystery block,1,0,0,100,808
1948,Group_08_209,Group_08,776.61,780.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,776.61,780.78,8,2,And red right yellow green,1,0,0,100,1948
1224,Group_06_164,Group_06,669.24,671.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,669.24,671.22,6,2,Fifty thirty eighty,1,0,0,100,1224
2247,Group_10_82,Group_10,307.81,312.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,307.81,312.48,10,1,So this was thirty right Thirty this was twenty and these are tens,1,0,0,100,2247
1889,Group_08_150,Group_08,495.63,498.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,495.63,498.54,8,2,Or let's all like do what he's doing,1,0,0,100,1889
776,Group_04_94,Group_04,423.94,424.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,423.94,424.5,4,3,Is it though ,1,0,0,100,776
1076,Group_06_16,Group_06,97.44,99.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97.44,99.78,6,2,This is a sensitive scale,1,0,0,100,1076
2276,Group_10_111,Group_10,391.12,396.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,391.12,396.25,10,3,Green is twenty I mean we're we're right right I mean we're exactly right,1,0,0,100,2276
815,Group_04_133,Group_04,570.24,577.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,570.24,577.5,4,3,Right my math is right right because thirty plus fifty is then eighty yeah,1,0,0,100,815
635,Group_03_235,Group_03,1254.51,1268.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1254.51,1268.76,3,2,So it must be a set so we should be able to make every possible weight here with these blocks they have one fifty two,1,0,0,100,635
816,Group_04_134,Group_04,577.59,580.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,577.59,580.58,4,3,Like ok that would be this and this right like,1,0,0,100,816
1773,Group_08_34,Group_08,100.45,106.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100.45,106.77,8,3,Green is twenty ok green is twenty thirty yeah,1,0,0,100,1773
543,Group_03_143,Group_03,771.17,777.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,771.17,777.81,3,1,I feel like there's gotta be a clever way like an answer I don't know what it is,1,0,0,100,543
898,Group_05_42,Group_05,156.5,157.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,156.5,157.58,5,2,Which one is heavier,1,0,0,100,898
1862,Group_08_123,Group_08,399.92,405.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,399.92,405.01,8,3,Ok so it might have to do with the numbers and stuff but,1,0,0,100,1862
428,Group_03_28,Group_03,168.99,171.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,168.99,171.72,3,1,Um I'm going to see if there's a lighter one,1,0,0,100,428
1779,Group_08_40,Group_08,128.94,131.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,128.94,131.25,8,2,So let's try this one too,1,0,0,100,1779
2281,Group_10_116,Group_10,407.84,417.67,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,407.84,417.67,10,3,Indicate the weight of the mystery block Whoa Where is the blue guy,1,0,0,100,2281
482,Group_03_82,Group_03,444.78,445.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,444.78,445.75,3,1,Try what then,1,0,0,100,482
17,Group_01_17,Group_01,62.58,65.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62.58,65.18,1,1,Use the scale to determine the weights ok cool,1,0,0,100,17
2305,Group_10_140,Group_10,478.68,479.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,478.68,479.85,10,3,This is hard to say,1,0,0,100,2305
340,Group_02_121,Group_02,555.15,557.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,555.15,557.19,2,1,Is it wrong,1,0,0,100,340
733,Group_04_51,Group_04,177.87,182.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,177.87,182.61,4,3,Alright we all happy with that we happy with these solutions,1,0,0,100,733
291,Group_02_72,Group_02,332.49,334.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,332.49,334.47,2,3,Are we supposed to write on the worksheet,1,0,0,100,291
318,Group_02_99,Group_02,478.01,480.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,478.01,480.78,2,2,Yeah we got the two tens,1,0,0,100,318
1177,Group_06_117,Group_06,504.51,508.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,504.51,508.32,6,3,We've only got two choices above oh we have three choices above,1,0,0,100,1177
156,Group_01_156,Group_01,511.32,514.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,511.32,514.47,1,1,Perceptions of uh,1,0,0,100,156
702,Group_04_20,Group_04,91.67,95.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,91.67,95.35,4,2,Is it ten and this was equal to this one,1,0,0,100,702
444,Group_03_44,Group_03,264.21,266.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,264.21,266.16,3,3,Green is twenty right,1,0,0,100,444
389,Group_02_170,Group_02,763.77,765.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,763.77,765.75,2,3,Least heavy to most heavy or,1,0,0,100,389
2295,Group_10_130,Group_10,449.5,449.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,449.5,449.75,10,3,Really,1,0,0,100,2295
388,Group_02_169,Group_02,760.68,763.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,760.68,763.32,2,3,In order to like,1,0,0,100,388
1345,Group_07_84,Group_07,281.33,282.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,281.33,282.84,7,2,Thirty plus thirty plus  ,1,0,0,100,1345
