group_id,message_id,message_type,origin,original_text,clean_text,annotation_type,annotation_target,annotation_additional,team_performance,performance_change,sol_tracker_message,sol_tracker_all,strata,original_index
433eac28-8d1f-4fe1-b28b-c73d2dc107ef,e673b711-011a-4d51-8aca-847bb015c6f8,MESSAGE,Panda,A also,<CARD> also,Non-probing-deliberation,Solution,partial_solution,0.65,0.05,A,"{""Narwhal"": [""A""], ""Falcon"": [""2"", ""9""], ""Panda"": [""A""], ""Bee"": [""9""], ""Beaver"": [""N"", ""9""]}",Non-probing-deliberation,4506
506b43d8-a340-4746-88dc-a70e7a6fc65e,c7e2f3be-d12d-42af-90de-60b44db63bae,MESSAGE,Zebra,thanks,thanks,,0,0,0.55,0.0,,"{""Panda"": [""F""], ""Raven"": [""E""], ""Koala"": [""6""], ""Puffin"": [""E""], ""Zebra"": [""E""]}",None,5202
05627bda-cc61-43bb-833f-90e6140074dc,6919c86c-691b-4b37-add3-45ebd1eb0461,MESSAGE,Ox,im good with that,im good with that,Non-probing-deliberation,Agree,0,0.625,0.0,,"{""Giraffe"": [""A""], ""Lion"": [""A"", ""F""], ""Emu"": [""A""], ""Ox"": [""3"", ""F"", ""A"", ""6""]}",Non-probing-deliberation,370
bb731fa3-56a3-4b99-bea3-9253acd30840,fd667b03-6d15-4703-bb80-20b12fa8e4f5,MESSAGE,Hamster,When I write Es they do normally look like backwards 3s now that you mention it lol,When I write Es they do normally look like backwards 3s now that you mention it lol,,0,0,0.75,0.0,,"{""Hamster"": [""E""], ""Lion"": [""E""]}",None,12283
3ceabe59-715c-4485-acb4-a928d6aed50a,cf396a9f-c734-4781-966f-b5df1cd903b2,MESSAGE,Lion,Heyo,Heyo,,0,0,0.438,0.0,,"{""Duck"": [""E"", ""8"", ""3""], ""Lion"": [""E"", ""8""], ""Alpaca"": [""3"", ""8"", ""K""], ""Lobster"": [""8""]}",None,3889
ac15c66b-d834-469b-8e23-a520301069a3,05c3c80d-3fde-43c8-b036-268fc5d4a77c,MESSAGE,Bee,I think Zebra has gone?,I think <MENTION> has gone ?,,0,0,0.5,0.0,,"{""Llama"": [""3"", ""U"", ""C"", ""4""], ""Bee"": [""U"", ""4""], ""Zebra"": [""3"", ""C""]}",None,11225
15171c24-cf47-4e89-82e2-6d56b88ce3a4,b3352d27-1001-404e-94cc-60f5a6b89b38,MESSAGE,Emu,9 has a vowel also,<CARD> has a vowel also,Non-probing-deliberation,Reasoning,partial_solution,0.4,0.0,9,"{""Koala"": [""M""], ""Emu"": [""9""], ""Alpaca"": [""8""], ""Duck"": [""U"", ""8""], ""Bee"": [""8""]}",Non-probing-deliberation,1411
442d9e64-97f2-427a-a16c-0d433774c755,b8329427-0818-4d70-8ccb-16179860d15f,MESSAGE,Alpaca,good to do,good to do,,0,0,0.75,0.0,,"{""Alpaca"": [""5""], ""Emu"": [""5"", ""A""], ""Lion"": [""B"", ""A"", ""5"", ""6""]}",None,4556
96e43ae2-2b3b-4080-94b9-7d0795c89139,200bc006-b835-45cd-bd29-d092f25747ba,MESSAGE,Leopard,So I chose E to turn around,So I chose <CARD> to turn around,Non-probing-deliberation,Solution,0,0.625,0.0,E,"{""Leopard"": [""E""], ""Kiwi"": [""E"", ""4""]}",Non-probing-deliberation,9914
a786740d-d1b1-4179-bf47-77e25c16062f,faa60a6a-cc4f-47d8-a673-fb7e53ca9cfc,MESSAGE,Lion,okay,okay,,0,0,0.5,0.0,,"{""Lion"": [""U""], ""Zebra"": [""4""], ""Tiger"": [""9"", ""Z"", ""U"", ""4""], ""Lobster"": [""9"", ""4""]}",None,10919
7ed57c8b-c7e1-4858-98eb-3aa1c3934e85,6a6d7fc6-29b6-4021-b65a-e1b934921f6c,MESSAGE,Kiwi,Me too. Goodbye,Me too . Goodbye,Non-probing-deliberation,Agree,0,0.75,0.0,,"{""Kiwi"": [""5""], ""Beaver"": [""5""], ""Ox"": [""5"", ""A""], ""Guinea pig"": [""8"", ""A""]}",Non-probing-deliberation,8496
21dc071c-0ea9-47b5-a519-2029d6578602,825bcb17-20b8-476e-a688-7d4dde378e8a,MESSAGE,Duck,"7,8,A....OK","7,8 , <CARD> ... OK",Non-probing-deliberation,Solution,complete_solution,0.45,0.05,A,"{""Raven"": [""8"", ""A""], ""Dolphin"": [""8"", ""7"", ""C""], ""Lion"": [""8"", ""7"", ""C"", ""A""], ""Duck"": [""A""], ""Hamster"": [""C""]}",Non-probing-deliberation,2446
fac1ef00-6500-4583-9d21-fb4dce54ea07,4e4b5a7f-5fb6-424a-bad2-1cff76eb9bfb,MESSAGE,Bat,"I originally did A, 2, and 5 and while I was waiting for you guys I was like... shoot. That was wrong lol","I originally did <CARD> , <CARD> , and <CARD> and while I was waiting for you guys I was like ... shoot . That was wrong lol",Non-probing-deliberation,Reasoning,0,0.7,-0.05,"5,2,A","{""Beaver"": [""A""], ""Lion"": [""5"", ""A""], ""Bat"": [""5"", ""2"", ""A""], ""Unicorn"": [""2"", ""A""], ""Tiger"": [""5"", ""2"", ""A"", ""F""]}",Non-probing-deliberation,17121
28e38a3c-0298-4585-b05f-cef4968f56c1,88f1422b-482f-4d61-be1b-fb2d0fd2236d,MESSAGE,Alpaca,Hello,Hello,,0,0,0.833,0.0,,"{""Bee"": [""U"", ""4""], ""Alpaca"": [""U"", ""9""], ""Tiger"": [""U"", ""9""]}",None,2781
074de597-b9e9-4186-ae35-261cc8ef46f7,956fedf4-41ef-4b37-ad0c-60bb0891a9c5,MESSAGE,Narwhal,"'Wait, it''s not A and 5.'","'Wait , it''s not <CARD> and <CARD> .'",Non-probing-deliberation,Disagree,0,0.8,0.0,"5,A","{""Tiger"": [""5"", ""A""], ""Bat"": [""5"", ""A""], ""Puffin"": [""8"", ""A""], ""Narwhal"": [""5"", ""A""], ""Llama"": [""5"", ""8"", ""L"", ""A""]}",Non-probing-deliberation,671
d1480150-7b01-409a-a116-3d20d90a7287,d97aaff9-bcd4-455d-be4d-1c5a9c986965,MESSAGE,Tiger,we,we,,0,0,0.5,0.0,,"{""Falcon"": [""3"", ""U"", ""T"", ""6""], ""Bee"": [""3"", ""U"", ""6""], ""Tiger"": [""6""]}",None,13895
d2d71e3d-051e-43e2-b4d4-055f43975d16,6049ad46-e8f0-4d23-bb47-47fbb667c953,MESSAGE,Alpaca,Yeah me too.,Yeah me too .,,0,0,0.375,0.0,,"{""Alpaca"": [""R""], ""Tiger"": [""E"", ""2"", ""7"", ""R""]}",None,14030
e2c4cf39-4f8c-49ab-8a74-eca6f266e7ea,391b4e75-81b1-4a16-ac75-92c94223c41e,MESSAGE,Bee,okay sounds good =D,okay sounds good =D,Non-probing-deliberation,Agree,0,0.5,0.0,,"{""Ox"": [""8"", ""A""], ""Bee"": [""W"", ""A""], ""Dolphin"": [""W"", ""A""]}",Non-probing-deliberation,15401
3ceabe59-715c-4485-acb4-a928d6aed50a,c7f09537-5e3e-43a2-b9df-067a8a4b3ebd,MESSAGE,Duck,i think i disagree,i think i disagree,Non-probing-deliberation,Disagree,0,0.438,0.0,,"{""Duck"": [""K""], ""Lion"": [""E"", ""8"", ""3""], ""Alpaca"": [""K""], ""Lobster"": [""E"", ""8"", ""K"", ""3""]}",Non-probing-deliberation,3925
3da6a613-d88b-4445-9607-37bb86949fc2,f6afd119-b4a0-4ce2-bbee-f9dee9dfc30f,MESSAGE,Guinea pig,3 and E,<CARD> and <CARD>,Non-probing-deliberation,Solution,complete_solution,0.55,0.0,"3,E","{""Bat"": [""F""], ""Llama"": [""E"", ""2""], ""Puffin"": [""E"", ""2""], ""Emu"": [""E"", ""2""], ""Guinea pig"": [""3"", ""E""]}",Non-probing-deliberation,4029
816e2b09-21bc-4d7b-9d34-c1a3352bafe3,d15d8cab-c425-4304-9c8f-47579264f4d1,MESSAGE,Tiger,Agreed.,Agreed .,Non-probing-deliberation,Agree,0,0.583,0.0,,"{""Tiger"": [""E"", ""2""], ""Puffin"": [""9""], ""Cat"": [""W"", ""9""]}",Non-probing-deliberation,8560
5f8ffdf7-0996-4464-93fe-4589416772df,507560af-9880-422e-a905-097c6fccfbf1,MESSAGE,Lion,'Why did you think it wasn''t 8?','Why did you think it wasn''t <CARD> ?',Probing,Reasoning,consider_opposite,0.583,-0.167,8,"{""Beaver"": [""E"", ""X"", ""5"", ""8""], ""Lion"": [""8""], ""Giraffe"": [""E"", ""5""]}",Probing,6298
01e7d47c-8831-4492-abb0-88f94c7b02a3,db68e204-0718-45f3-81dd-57cd2bcc9fa2,MESSAGE,Kiwi,"if so, then we know the rule is not true","if so , then we know the rule is not true",Non-probing-deliberation,Reasoning,0,0.6,0.0,,"{""Kiwi"": [""A""], ""Bat"": [""A"", ""4""], ""Hamster"": [""A""], ""Falcon"": [""A"", ""4""], ""Narwhal"": [""L"", ""A""]}",Non-probing-deliberation,150
8a93c6ef-41bc-4ecd-9cf0-aa83c7dc6f7c,ce2ae074-c8fd-4593-adff-787a4f5ee04f,MESSAGE,Falcon,Ok.  Will pus the final decision button on my end.,Ok . Will pus the final decision button on my end .,,0,0,0.5,0.0,,"{""Bat"": [""E"", ""2""], ""Falcon"": [""E"", ""2""], ""Raven"": [""E"", ""2"", ""7"", ""M""]}",None,8996
340d338c-b371-4b85-81b5-a947c2fd60ef,73dbf173-6a9c-471c-8742-49760b1e2baf,MESSAGE,Beaver,Oh I see that makes sense. 9 and A I agree,Oh I see that makes sense . <CARD> and <CARD> I agree,Non-probing-deliberation,Solution,complete_solution,0.85,0.05,"9,A","{""Cat"": [""9"", ""A""], ""Hamster"": [""A""], ""Beaver"": [""9"", ""A""], ""Kiwi"": [""A""], ""Raven"": [""A""]}",Non-probing-deliberation,3430
41d996d6-a47d-4fef-91b2-4546afb5a8ad,c01b0e65-f3a6-475a-ac12-bf9b50321c54,MESSAGE,Butterfly,"By turning the ""6"" we verify if the letter is a vowel, thereby verifying the rule.","By turning the "" <CARD> "" we verify if the letter is a vowel , thereby verifying the rule .",Non-probing-deliberation,Reasoning,0,0.375,0.0,6,"{""Butterfly"": [""6""], ""Guinea pig"": [""X"", ""U""], ""Llama"": [""6""], ""Emu"": [""6""], ""Beaver"": [""3"", ""X"", ""U"", ""6""], ""Alpaca"": [""3"", ""U"", ""X"", ""6""]}",Non-probing-deliberation,4315
cb0c8b67-3011-4616-9b2d-8131cff9d254,9f43c34e-2739-489b-bf90-71b807d613da,MESSAGE,Cat,I think that is the best answer,I think that is the best answer,Non-probing-deliberation,Agree,0,0.5,0.0,,"{""Kiwi"": [""3"", ""U"", ""2"", ""X""], ""Cat"": [""X""], ""Beaver"": [""3"", ""U"", ""2"", ""X""], ""Hedgehog"": [""3"", ""U"", ""2""], ""Lion"": [""3"", ""U"", ""2"", ""X""]}",Non-probing-deliberation,13132
1adfd9cb-a10c-4f16-a880-29a0c7be304c,95352b17-1a56-4527-9bc3-aa0476d85205,MESSAGE,Raven,All 4,All <CARD>,Non-probing-deliberation,Solution,complete_solution,0.375,-0.25,4,"{""Bee"": [""A"", ""4""], ""Raven"": [""4""]}",Non-probing-deliberation,1928
260bd13b-306d-4ec3-b32d-55b9e9646905,fdd1d8c1-d651-4fae-aaab-0071f275183e,MESSAGE,Narwhal,"oh. anyways here is my reasoning, give me a sec to type it up.","oh . anyways here is my reasoning , give me a sec to type it up .",0,0,0,0.833,0.0,,"{""Beaver"": [""U""], ""Duck"": [""5""], ""Narwhal"": [""5"", ""U""]}",0,2666
e1ba5343-2071-4347-bf7d-7de00171b715,58a77d9b-11ba-4f6e-84fc-afb4a68d9f2b,MESSAGE,Falcon,I tink turn 6,I tink turn <CARD>,Non-probing-deliberation,Solution,partial_solution,0.438,-0.124,6,"{""Falcon"": [""6""], ""Hamster"": [""E"", ""6""], ""Guinea pig"": [""E"", ""6""], ""Cat"": [""E"", ""6""]}",Non-probing-deliberation,15107
3b20ab65-9771-4ffb-a785-e7e5453f7cd4,0239dcfb-5bb9-4e82-91ad-6d0139b4dfc4,MESSAGE,Unicorn,So what is our concensus.,So what is our concensus .,Probing,Moderation,0,0.5,0.0,,"{""Falcon"": [""7""], ""Emu"": [""E""], ""Bee"": [""B"", ""E"", ""7"", ""6""], ""Unicorn"": [""6""], ""Bat"": [""6""]}",Probing,3727
2cddf5d7-dfe4-4913-a02d-0c7424e46ce9,35c26678-0fb8-455a-8f1d-47647988895c,MESSAGE,Giraffe,we technically,we technically,,0,0,0.5,0.0,,"{""Giraffe"": [""3"", ""8""], ""Hamster"": [""B"", ""E""], ""Hedgehog"": [""B"", ""8"", ""E"", ""3""], ""Ox"": [""3"", ""8"", ""B"", ""E""]}",None,2991
ff16fd69-1457-4f35-b4a2-f1dc30fdc346,1ca92365-051c-4754-b9fd-e3cec52db1d5,MESSAGE,Falcon,Me too,Me too,Non-probing-deliberation,Agree,0,0.7,0.0,,"{""Chipmunk"": [""A""], ""Alpaca"": [""A""], ""Bat"": [""A""], ""Tiger"": [""A"", ""4""], ""Falcon"": [""A""]}",Non-probing-deliberation,17596
e91c890b-6c30-425b-b7bf-5731d83cbee9,0b449f8d-bcf6-42f3-b964-5a12bf9ca9a0,MESSAGE,Giraffe,'oh man..it''s getting ccooler here and some guy was grilling burgers and bacon on his charcoal grill the other night','oh man .. it''s getting ccooler here and some guy was grilling burgers and bacon on his charcoal grill the other night',,0,0,0.583,0.0,,"{""Giraffe"": [""U""], ""Narwhal"": [""W"", ""2""], ""Bee"": [""5"", ""U""]}",None,15861
893e88d7-ab30-488c-99e2-2f3edb333eec,67fd3312-1881-41cd-ba16-fbadb3179245,MESSAGE,Bat,it is an even number,it is an even number,Non-probing-deliberation,Reasoning,0,0.45,0.0,,"{""Guinea pig"": [""B""], ""Ox"": [""5"", ""U"", ""8"", ""B""], ""Alpaca"": [""8""], ""Koala"": [""5"", ""8""], ""Bat"": [""5""]}",Non-probing-deliberation,8856
e51ef2d9-ff74-4587-b1cf-7c2a3b8dbf3b,2b0b2115-b8e5-474a-a37f-c77f8f8cd53d,MESSAGE,Leopard,'it''s not too obvious','it''s not too obvious',Non-probing-deliberation,Disagree,0,0.6,0.0,,"{""Butterfly"": [""U"", ""9"", ""4""], ""Leopard"": [""U"", ""4""], ""Emu"": [""U"", ""4""], ""Cat"": [""U"", ""4""], ""Kiwi"": [""U""]}",Non-probing-deliberation,15536
44a41b61-89fa-409c-b8a3-766186d06873,e67a7aa7-590e-4482-b1fa-49729e51e551,MESSAGE,Duck,Oh. I see now.,Oh . I see now .,Non-probing-deliberation,Agree,0,0.417,0.0,,"{""Zebra"": [""E"", ""6""], ""Llama"": [""6""], ""Duck"": [""E"", ""6""]}",Non-probing-deliberation,4602
2d43c5a8-a321-4def-834d-7214dc119256,21a6bf1c-6971-459b-966d-2f874a87de28,MESSAGE,Hamster,Do they have a number on all four or a letter on all four? I believe we should turn B and E.,Do they have a number on all four or a letter on all four ? I believe we should turn <CARD> and <CARD> .,Non-probing-deliberation,Solution,complete_solution,0.375,0.0,"B,E,7,6","{""Hamster"": [""B"", ""E"", ""7"", ""6""], ""Unicorn"": [""E"", ""6""], ""Falcon"": [""B"", ""6""], ""Ox"": [""E"", ""6""]}",Non-probing-deliberation,3029
3dcd69f6-45ae-4107-8d86-238b35789270,15a0fd2f-9728-4413-9b35-bf67fa7ce2fe,MESSAGE,Guinea pig,could it be that consonants can use even numbers too?,could it be that consonants can use even numbers too ?,Non-probing-deliberation,Reasoning,0,0.583,0.0,,"{""Guinea pig"": [""U"", ""6""], ""Dolphin"": [""U"", ""6""], ""Panda"": [""9""]}",Non-probing-deliberation,4189
506b43d8-a340-4746-88dc-a70e7a6fc65e,1a4c8a54-3bad-4375-a46e-99a7995432bd,MESSAGE,Panda,f is not a vowel,<CARD> is not a vowel,Non-probing-deliberation,Reasoning,0,0.5,-0.1,F,"{""Panda"": [""F""], ""Raven"": [""E""], ""Koala"": [""6""], ""Puffin"": [""E""], ""Zebra"": [""E"", ""F""]}",Non-probing-deliberation,5191
df6fdf54-e79b-481c-bbcd-2be5b02b7762,79de112f-2975-4569-bd0a-9ac8094ee5ff,MESSAGE,Bee,I think E is definitely it,I think <CARD> is definitely it,Non-probing-deliberation,Solution,complete_solution,0.7,0.0,E,"{""Bee"": [""E""], ""Koala"": [""E"", ""4"", ""3"", ""D""], ""Hamster"": [""3""], ""Falcon"": [""3""], ""Duck"": [""3""]}",Non-probing-deliberation,14992
0686b2d0-dddc-4052-92b2-2c274f3e4def,1bd4434e-29d5-4e26-bb90-f0f5651612c1,MESSAGE,Guinea pig,yes it does emu,yes it does <MENTION>,Non-probing-deliberation,Agree,specific_addressee,0.7,0.0,,"{""Emu"": [""3""], ""Beaver"": [""U""], ""Guinea pig"": [""U""], ""Duck"": [""U"", ""6""], ""Llama"": [""3"", ""U"", ""6""]}",Non-probing-deliberation,470
df2287d2-c730-45ca-948f-f40a2f4c53ed,ea526c5c-969a-4ce6-93ee-7b73724d4f9e,MESSAGE,Narwhal,'I''m choosing U and 6','I''m choosing <CARD> and <CARD>',Non-probing-deliberation,Solution,complete_solution,0.375,0.0,"U,6","{""Narwhal"": [""U"", ""6""], ""Bee"": [""6""], ""Duck"": [""U"", ""6""], ""Butterfly"": [""B"", ""U"", ""6""]}",Non-probing-deliberation,14929
729d4e04-95cd-430c-b7ad-1bf836596c12,de174a68-c3a2-4c2c-8292-782fcf321d33,MESSAGE,Guinea pig,so I was worg,so I was worg,Non-probing-deliberation,Reasoning,0,0.45,0.0,,"{""Lion"": [""E"", ""8"", ""W""], ""Ox"": [""E"", ""8""], ""Lobster"": [""E"", ""8""], ""Guinea pig"": [""E"", ""8""], ""Llama"": [""E"", ""8""]}",Non-probing-deliberation,7727
f3eb9c1f-d4ab-4e43-8099-e5427842c99b,525795eb-3a5b-45d2-904e-7185126ae256,MESSAGE,Panda,I think you have to turn all the cards.,I think you have to turn all the cards .,Non-probing-deliberation,Solution,complete_solution,0.438,0.0,"5,A,R,6","{""Llama"": [""5"", ""A"", ""6""], ""Koala"": [""R""], ""Cat"": [""5"", ""R"", ""6""], ""Panda"": [""5"", ""A"", ""R"", ""6""]}",Non-probing-deliberation,16519
31f405f6-4b78-4507-bb20-2e51a45f64ea,53383a12-38ab-48d2-9126-27405a0c22c6,MESSAGE,Bat,you too!,you too !,0,0,0,0.333,0.0,,"{""Chipmunk"": [""6""], ""Kiwi"": [""E"", ""7"", ""P"", ""6""], ""Bat"": [""P""]}",0,3270
cbe11b28-ca2b-404a-bb60-3b459722c5d0,9258da95-7011-4579-8e82-127cac223361,MESSAGE,Lobster,Feels like it,Feels like it,,0,0,0.55,0.0,,"{""Bat"": [""E"", ""7"", ""6"", ""Z""], ""Zebra"": [""E""], ""Chipmunk"": [""E"", ""7"", ""6"", ""Z""], ""Lobster"": [""E"", ""7"", ""6"", ""Z""], ""Cat"": [""E"", ""6""]}",None,13234
d0035959-e9ea-4a45-b1e9-84d6431338ee,873d99bc-e20e-4512-a6e4-1f00166238b6,MESSAGE,Hedgehog,okay,okay,,0,0,0.9,0.0,,"{""Lion"": [""3"", ""E""], ""Leopard"": [""3"", ""E""], ""Lobster"": [""3"", ""E""], ""Bat"": [""3"", ""E""], ""Hedgehog"": [""3"", ""P""]}",None,13685
4eb21dfa-9a17-491e-9199-6dc31e1445ee,50331d78-65a7-4326-8867-c82fe7fd6d77,MESSAGE,Unicorn,Yeah I think so,Yeah I think so,Non-probing-deliberation,Agree,0,0.562,0.0,,"{""Llama"": [""E"", ""6""], ""Unicorn"": [""7""], ""Narwhal"": [""6""], ""Puffin"": [""E""]}",Non-probing-deliberation,5139
4b327f49-2e71-4a50-9059-38ff59775402,9fee2e7d-5776-46a4-8c9c-1ab0c3782137,MESSAGE,Duck,what is turning over the 8 proving?,what is turning over the <CARD> proving ?,Probing,Reasoning,0,0.5,0.0,8,"{""Duck"": [""8""], ""Panda"": [""U"", ""8""], ""Beaver"": [""U"", ""8""], ""Puffin"": [""5""]}",Probing,4932
c5cd2edd-e4ac-4bf7-af03-720a6ca10ef8,d774c777-2e5d-424d-829e-060c6de13cc0,MESSAGE,Butterfly,'but wouldn''t the reverse also be true?','but wouldn''t the reverse also be true ?',Probing,Reasoning,0,0.625,0.0,,"{""Dolphin"": [""E"", ""9""], ""Butterfly"": [""2""], ""Lobster"": [""E"", ""9""], ""Ox"": [""2""]}",Probing,12936
29d33e95-ad65-4c68-99c3-4ef0134d6730,a8b14405-6e45-4398-a76e-8c96e1a7def8,MESSAGE,Falcon,Ah ok,Ah ok,,0,0,0.562,0.0,,"{""Alpaca"": [""8"", ""A""], ""Giraffe"": [""8"", ""A""], ""Falcon"": [""8"", ""A""], ""Narwhal"": [""5""]}",None,2878
9f3b3a54-fff9-42ed-8f46-3015eeafb89b,79eafaae-adbd-47c0-93df-342a53ea5a85,MESSAGE,Beaver,yes E and 6,yes <CARD> and <CARD>,Non-probing-deliberation,Solution,solution_summary,0.625,0.0,"E,6","{""Ox"": [""E"", ""X""], ""Beaver"": [""E"", ""6""], ""Dolphin"": [""E"", ""9""], ""Leopard"": [""E"", ""6""]}",Non-probing-deliberation,10508
3ceabe59-715c-4485-acb4-a928d6aed50a,2209e3e7-d233-42a8-b87e-6c99d9479f87,MESSAGE,Duck,are we unanimous?,are we unanimous ?,Probing,Moderation,0,0.562,0.0,,"{""Duck"": [""E"", ""8"", ""3""], ""Lion"": [""E"", ""8"", ""K"", ""3""], ""Alpaca"": [""E"", ""8"", ""K"", ""3""], ""Lobster"": [""E"", ""8"", ""K"", ""3""]}",Probing,3937
9f3b3a54-fff9-42ed-8f46-3015eeafb89b,94aacb7e-04c9-4e5b-901f-d08575788047,MESSAGE,Beaver,did we all select VOWEL cards as the one to turn over?,did we all select VOWEL cards as the one to turn over ?,Probing,Solution,0,0.75,-0.062,"E,X,9,6","{""Ox"": [""E"", ""X""], ""Beaver"": [""E"", ""X"", ""9"", ""6""], ""Dolphin"": [""E"", ""9""], ""Leopard"": [""E"", ""9""]}",Probing,10487
7255f566-b267-448e-8bd3-32be62a7e030,3974b6c4-f127-43d5-956e-358dbf092a62,MESSAGE,Bee,I thought it was best to check all the cards since some showed vowels and others consonants and numbers. What did everyone else do?,I thought it was best to check all the cards since some showed vowels and others consonants and numbers . What did everyone else do ?,Non-probing-deliberation,Reasoning,complete_solution,0.75,0.0,"3,U,2,V","{""Chipmunk"": [""3"", ""U""], ""Unicorn"": [""U"", ""2""], ""Bee"": [""3"", ""U"", ""2"", ""V""], ""Alpaca"": [""3"", ""U""], ""Duck"": [""U""]}",Non-probing-deliberation,7599
6dff961d-30ce-4f49-a911-fb19e9e334f7,1ce5a63d-1b9e-4359-86e0-f5438b7e2161,MESSAGE,Bee,You too!,You too !,,0,0,0.5,0.0,,"{""Guinea pig"": [""Q"", ""9"", ""A"", ""4""], ""Narwhal"": [""Q"", ""9"", ""A"", ""4""], ""Bee"": [""Q"", ""9"", ""A"", ""4""]}",None,7250
